Profession,YoE,Gender,Age,,1,2,3,4,5,,,,,
Grad. student,3,Female,31,,,,,,,,,,,
Grad. student,3,Male,27,,,,,,,,,,,
Grad. student,3,Male,37,,,,,,,,,,,
Grad. student,3,Male,25,,,,,,,,,,,
Grad. student,3,Female,40,,,,,,,,,,,
Grad. student,3,Male,24,,,,,,,,,,,
Grad. student,3,Female,22,,,,,,,,,,,
Grad. student,3,Male,24,,,,,,,,,,,
Grad. student,3,Male,25,,,,,,,,,,,
Grad. student,3,Male,27,,,,,,,,,,,
Grad. student,3,Male,29,,,,,,,,,,,
Grad. student,3,Male,23,,,,,,,,,,,
Grad. student,3,Male,30,,,,,,,,,,,
Grad. student,3,Male,25,,,,,,,,,,,
Grad. student,3,Male,26,,,,,,,,,,,
Grad. student,3,Male,23,,,,,,,,,,,
Grad. student,3,Male,25,,,,,,,,,,,
Grad. student,3,Male,33,,,,,,,,,,,
Grad. student,3,Male,46,,,,,,,,,,,
Grad. student,3,Male,31,,,,,,,,,,,
Grad. student,3,Male,31,,,,,,,,,,,
Grad. student,3,Male,34,,,,,,,,,,,
Grad. student,3,Male,28,,,,,,,,,,,
Grad. student,3,Male,26,,,,,,,,,,,
Other,3,Male,24,,,,,,,,,,,
Other,3,Male,24,,,,,,,,,,,
Other,3,Male,24,,,,,,,,,,,
Other,3,Male,24,,,,,,,,,,,
Other,3,Male,24,,,,,,,,,,,
Other,3,Male,24,,,,,,,,,,,
Other,3,Male,24,,,,,,,,,,,
Hobbyist,3,Male,33,,,,,,,,,,,
Undergrad. student,2,Female,22,,,,,,,,,,,
Undergrad. student,2,Female,23,,,,,,,,,,,
Undergrad. student,2,Female,27,,,,,,,,,,,
Undergrad. student,2,Female,22,,,,,,,,,,,
Undergrad. student,2,Male,22,,,,,,,,,,,
Undergrad. student,2,Male,19,,,,,,,,,,,
Undergrad. student,2,Female,20,,,,,,,,,,,
Undergrad. student,2,Female,28,,,,,,,,,,,
Undergrad. student,2,Male,19,,,,,,,,,,,
Undergrad. student,2,Male,23,,,,,,,,,,,
Undergrad. student,2,Male,19,,,,,,,,,,,
Undergrad. student,2,Male,22,,,,,,,,,,,
Undergrad. student,2,Male,24,,,,,,,,,,,
Undergrad. student,2,Male,20,,,,,,,,,,,
Undergrad. student,2,Female,37,,,,,,,,,,,
Undergrad. student,2,Male,41,,,,,,,,,,,
Undergrad. student,2,Male,18,,,,,,,,,,,
Undergrad. student,2,Male,22,,,,,,,,,,,
Undergrad. student,2,Male,30,,,,,,,,,,,
Undergrad. student,2,Male,26,,,,,,,,,,,
Undergrad. student,2,Male,22,,,,,,,,,,,
Undergrad. student,2,Female,20,,,,,,,,,,,
Undergrad. student,2,Other,26,,,,,,,,,,,
Undergrad. student,2,Female,26,,,,,,,,,,,
Undergrad. student,2,Male,26,,,,,,,,,,,
Undergrad. student,2,Male,30,,,,,,,,,,,
Undergrad. student,2,Female,24,,,,,,,,,,,
Undergrad. student,2,Female,23,,,,,,,,,,,
Undergrad. student,2,Female,22,,,,,,,,,,,
Undergrad. student,2,Male,23,,,,,,,,,,,
Undergrad. student,2,Female,21,,,,,,,,,,,
Undergrad. student,2,Male,21,,,,,,,,,,,
Undergrad. student,2,Female,44,,,,,,,,,,,
Undergrad. student,2,Male,24,,,,,,,,,,,
Undergrad. student,2,Female,20,,,,,,,,,,,
Undergrad. student,2,Female,22,,,,,,,,,,,
Undergrad. student,2,Female,41,,,,,,,,,,,
Undergrad. student,2,Male,20,,,,,,,,,,,
Undergrad. student,2,Male,20,,,,,,,,,,,
Undergrad. student,2,Female,25,,,,,,,,,,,
Undergrad. student,2,Female,23,,,,,,,,,,,
Undergrad. student,2,Female,23,,,,,,,,,,,
Undergrad. student,2,Female,19,,,,,,,,,,,
Undergrad. student,2,Male,22,,,,,,,,,,,
Undergrad. student,2,Male,20,,,,,,,,,,,
Undergrad. student,2,Male,28,,,,,,,,,,,
Undergrad. student,2,Other,19,,,,,,,,,,,
Undergrad. student,2,Male,21,,,,,,,,,,,
Undergrad. student,2,Male,24,,,,,,,,,,,
Undergrad. student,2,Male,33,,,,,,,,,,,
Undergrad. student,2,Male,21,,,,,,,,,,,
Undergrad. student,2,Male,21,,,,,,,,,,,
Undergrad. student,2,Male,19,,,,,,,,,,,
Undergrad. student,2,Male,24,,,,,,,,,,,
Undergrad. student,2,Male,29,,,,,,,,,,,
Undergrad. student,2,Male,25,,,,,,,,,,,
Undergrad. student,2,Male,20,,,,,,,,,,,
Undergrad. student,2,Male,23,,,,,,,,,,,
Undergrad. student,2,Female,29,,,,,,,,,,,
Undergrad. student,2,Male,20,,,,,,,,,,,
Undergrad. student,2,Female,44,,,,,,,,,,,
Undergrad. student,2,Male,24,,,,,,,,,,,
Undergrad. student,2,Male,19,,,,,,,,,,,
Undergrad. student,2,Female,20,,,,,,,,,,,
Undergrad. student,2,Male,24,,,,,,,,,,,
Undergrad. student,2,Male,22,,,,,,,,,,,
Undergrad. student,2,Female,18,,,,,,,,,,,
Undergrad. student,2,Male,21,,,,,,,,,,,
Undergrad. student,2,Female,19,,,,,,,,,,,
Undergrad. student,2,Female,21,,,,,,,,,,,
Undergrad. student,2,Male,20,,,,,,,,,,,
Undergrad. student,2,Female,22,,,,,,,,,,,
Undergrad. student,2,Male,29,,,,,,,,,,,
Undergrad. student,2,Female,21,,,,,,,,,,,
Undergrad. student,2,Male,28,,,,,,,,,,,
Undergrad. student,2,Female,25,,,,,,,,,,,
Undergrad. student,2,Male,19,,,,,,,,,,,
Undergrad. student,2,Male,28,,,,,,,,,,,
Undergrad. student,2,Female,28,,,,,,,,,,,
Undergrad. student,2,Female,21,,,,,,,,,,,
Undergrad. student,2,Female,24,,,,,,,,,,,
Undergrad. student,2,Male,22,,,,,,,,,,,
Undergrad. student,2,Male,21,,,,,,,,,,,
Undergrad. student,2,Female,24,,,,,,,,,,,
Undergrad. student,2,Male,27,,,,,,,,,,,
Undergrad. student,2,Male,20,,,,,,,,,,,
Undergrad. student,2,Male,21,,,,,,,,,,,
Undergrad. student,2,Male,33,,,,,,,,,,,
Undergrad. student,2,Female,20,,,,,,,,,,,
Undergrad. student,2,Female,28,,,,,,,,,,,
Undergrad. student,2,Other,20,,,,,,,,,,,
Undergrad. student,2,Male,20,,,,,,,,,,,
Undergrad. student,2,Male,24,,,,,,,,,,,
Undergrad. student,2,Male,20,,,,,,,,,,,
Undergrad. student,2,Male,21,,,,,,,,,,,
Undergrad. student,2,Male,23,,,,,,,,,,,
Undergrad. student,2,Female,22,,,,,,,,,,,
Undergrad. student,2,Male,23,,,,,,,,,,,
Undergrad. student,2,Female,20,,,,,,,,,,,
Undergrad. student,2,Male,18,,,,,,,,,,,
Undergrad. student,2,Female,21,,,,,,,,,,,
Undergrad. student,2,Female,21,,,,,,,,,,,
Undergrad. student,2,Female,20,,,,,,,,,,,
Undergrad. student,2,Male,39,,,,,,,,,,,
Undergrad. student,2,Male,22,,,,,,,,,,,
Undergrad. student,2,Male,21,,,,,,,,,,,
Undergrad. student,2,Female,20,,,,,,,,,,,
Undergrad. student,2,Male,24,,,,,,,,,,,
Undergrad. student,2,Male,25,,,,,,,,,,,
Undergrad. student,2,Female,20,,,,,,,,,,,
Undergrad. student,2,Female,19,,,,,,,,,,,
Undergrad. student,2,Female,30,,,,,,,,,,,
Undergrad. student,2,Male,22,,,,,,,,,,,
Undergrad. student,2,Male,22,,,,,,,,,,,
Undergrad. student,2,Male,29,,,,,,,,,,,
Undergrad. student,2,Male,25,,,,,,,,,,,
Undergrad. student,2,Male,21,,,,,,,,,,,
Undergrad. student,2,Male,21,,,,,,,,,,,
Undergrad. student,2,Male,28,,,,,,,,,,,
Undergrad. student,2,Male,30,,,,,,,,,,,
Undergrad. student,2,Male,20,,,,,,,,,,,
Undergrad. student,2,Male,22,,,,,,,,,,,
Undergrad. student,2,Male,34,,,,,,,,,,,
Undergrad. student,2,Male,24,,,,,,,,,,,
Undergrad. student,2,Female,24,,,,,,,,,,,
Undergrad. student,2,Male,26,,,,,,,,,,,
Undergrad. student,2,Male,27,,,,,,,,,,,
Undergrad. student,2,Female,22,,,,,,,,,,,
Undergrad. student,2,Male,25,,,,,,,,,,,
Undergrad. student,2,Female,29,,,,,,,,,,,
Undergrad. student,2,Female,27,,,,,,,,,,,
Undergrad. student,2,Female,21,,,,,,,,,,,
Undergrad. student,2,Male,19,,,,,,,,,,,
Undergrad. student,2,Male,24,,,,,,,,,,,
Undergrad. student,2,Male,22,,,,,,,,,,,
Undergrad. student,2,Female,19,,,,,,,,,,,
Undergrad. student,2,Female,51,,,,,,,,,,,
Undergrad. student,2,Male,21,,,,,,,,,,,
Prof. developer,2,Female,27,,,,,,,,,,,
Prof. developer,2,Male,29,,,,,,,,,,,
Prof. developer,2,Male,33,,,,,,,,,,,
Prof. developer,2,Male,27,,,,,,,,,,,
Prof. developer,2,Male,23,,,,,,,,,,,
Prof. developer,2,Male,25,,,,,,,,,,,
Prof. developer,2,Female,43,,,,,,,,,,,
Prof. developer,2,Male,29,,,,,,,,,,,
Prof. developer,2,Female,30,,,,,,,,,,,
Prof. developer,2,Female,30,,,,,,,,,,,
Prof. developer,2,Female,29,,,,,,,,,,,
Prof. developer,2,Male,25,,,,,,,,,,,
Prof. developer,2,Female,42,,,,,,,,,,,
Prof. developer,2,Female,27,,,,,,,,,,,
Prof. developer,2,Male,25,,,,,,,,,,,
Prof. developer,2,Female,26,,,,,,,,,,,
Prof. developer,2,Female,30,,,,,,,,,,,
Prof. developer,2,Male,46,,,,,,,,,,,
Prof. developer,2,Male,24,,,,,,,,,,,
Prof. developer,2,Male,27,,,,,,,,,,,
Prof. developer,2,Male,30,,,,,,,,,,,
Prof. developer,2,Male,16,,,,,,,,,,,
Prof. developer,2,Male,23,,,,,,,,,,,
Prof. developer,2,Male,23,,,,,,,,,,,
Prof. developer,2,Male,25,,,,,,,,,,,
Prof. developer,2,Male,27,,,,,,,,,,,
Prof. developer,2,Male,42,,,,,,,,,,,
Prof. developer,2,Female,30,,,,,,,,,,,
Prof. developer,2,Female,26,,,,,,,,,,,
Prof. developer,2,Male,32,,,,,,,,,,,
Prof. developer,2,Male,26,,,,,,,,,,,
Prof. developer,2,Male,26,,,,,,,,,,,
Prof. developer,2,Female,24,,,,,,,,,,,
Prof. developer,2,Female,30,,,,,,,,,,,
Prof. developer,2,Male,23,,,,,,,,,,,
Other,2,Male,27,,,,,,,,,,,
Other,2,Male,51,,,,,,,,,,,
Other,2,Male,32,,,,,,,,,,,
Other,2,Female,23,,,,,,,,,,,
Other,2,Female,50,,,,,,,,,,,
Other,2,Female,30,,,,,,,,,,,
Other,2,Male,30,,,,,,,,,,,
Other,2,Male,26,,,,,,,,,,,
Other,2,Female,27,,,,,,,,,,,
Other,2,Female,36,,,,,,,,,,,
Other,2,Female,27,,,,,,,,,,,
Other,2,Male,41,,,,,,,,,,,
Other,2,Female,23,,,,,,,,,,,
Other,2,Male,25,,,,,,,,,,,
Other,2,Female,26,,,,,,,,,,,
Other,2,Male,25,,,,,,,,,,,
Other,2,Male,24,,,,,,,,,,,
Other,2,Male,29,,,,,,,,,,,
Other,2,Prefer not to tell,24,,,,,,,,,,,
Other,2,Female,31,,,,,,,,,,,
Hobbyist,2,Male,39,,,,,,,,,,,
Hobbyist,2,Male,36,,,,,,,,,,,
Hobbyist,2,Male,24,,,,,,,,,,,
Hobbyist,2,Male,30,,,,,,,,,,,
Hobbyist,2,Male,23,,,,,,,,,,,
Hobbyist,2,Male,34,,,,,,,,,,,
Hobbyist,2,Female,25,,,,,,,,,,,
Hobbyist,2,Female,32,,,,,,,,,,,
Hobbyist,2,Male,24,,,,,,,,,,,
Hobbyist,2,Male,20,,,,,,,,,,,
Hobbyist,2,Male,22,,,,,,,,,,,
Hobbyist,2,Male,30,,,,,,,,,,,
Hobbyist,2,Female,24,,,,,,,,,,,
Hobbyist,2,Male,25,,,,,,,,,,,
Hobbyist,2,Other,26,,,,,,,,,,,
Hobbyist,2,Female,39,,,,,,,,,,,
Hobbyist,2,Male,35,,,,,,,,,,,
Hobbyist,2,Male,54,,,,,,,,,,,
Hobbyist,2,Male,27,,,,,,,,,,,
Hobbyist,2,Male,29,,,,,,,,,,,
Hobbyist,2,Male,33,,,,,,,,,,,
Hobbyist,2,Female,39,,,,,,,,,,,
Hobbyist,2,Male,20,,,,,,,,,,,
Hobbyist,2,Female,31,,,,,,,,,,,
Hobbyist,2,Female,29,,,,,,,,,,,
Hobbyist,2,Male,33,,,,,,,,,,,
Hobbyist,2,Male,28,,,,,,,,,,,
Hobbyist,2,Male,28,,,,,,,,,,,
Hobbyist,2,Male,22,,,,,,,,,,,
Hobbyist,2,Female,31,,,,,,,,,,,
Hobbyist,2,Male,24,,,,,,,,,,,
Hobbyist,2,Female,35,,,,,,,,,,,
Hobbyist,2,Male,19,,,,,,,,,,,
Hobbyist,2,Male,26,,,,,,,,,,,
Hobbyist,2,Female,35,,,,,,,,,,,
Hobbyist,2,Male,32,,,,,,,,,,,
Hobbyist,2,Female,31,,,,,,,,,,,
Hobbyist,2,Male,27,,,,,,,,,,,
Hobbyist,2,Male,29,,,,,,,,,,,
Hobbyist,2,Female,25,,,,,,,,,,,
Hobbyist,2,Male,27,,,,,,,,,,,
Hobbyist,2,Female,25,,,,,,,,,,,
Hobbyist,2,Male,35,,,,,,,,,,,
Hobbyist,2,Male,23,,,,,,,,,,,
Hobbyist,2,Male,26,,,,,,,,,,,
Hobbyist,2,Female,27,,,,,,,,,,,
Hobbyist,2,Male,22,,,,,,,,,,,
Hobbyist,2,Male,42,,,,,,,,,,,
Hobbyist,2,Male,31,,,,,,,,,,,
Hobbyist,2,Male,24,,,,,,,,,,,
Hobbyist,2,Female,27,,,,,,,,,,,
Hobbyist,2,Prefer not to tell,23,,,,,,,,,,,
Hobbyist,2,Male,29,,,,,,,,,,,
Hobbyist,2,Female,32,,,,,,,,,,,
Hobbyist,2,Male,40,,,,,,,,,,,
Hobbyist,2,Female,25,,,,,,,,,,,
Hobbyist,2,Male,26,,,,,,,,,,,
Hobbyist,2,Female,26,,,,,,,,,,,
Hobbyist,2,Male,23,,,,,,,,,,,
Hobbyist,2,Male,33,,,,,,,,,,,
Hobbyist,2,Female,23,,,,,,,,,,,
Hobbyist,2,Male,19,,,,,,,,,,,
Hobbyist,2,Male,24,,,,,,,,,,,
Hobbyist,2,Male,29,,,,,,,,,,,
Hobbyist,2,Male,35,,,,,,,,,,,
Hobbyist,2,Female,32,,,,,,,,,,,
Hobbyist,2,Female,25,,,,,,,,,,,
Hobbyist,2,Male,23,,,,,,,,,,,
Hobbyist,2,Male,36,,,,,,,,,,,
Hobbyist,2,Male,28,,,,,,,,,,,
Hobbyist,2,Male,31,,,,,,,,,,,
Hobbyist,2,Female,39,,,,,,,,,,,
Hobbyist,2,Male,31,,,,,,,,,,,
Hobbyist,2,Male,23,,,,,,,,,,,
Hobbyist,2,Female,39,,,,,,,,,,,
Hobbyist,2,Male,32,,,,,,,,,,,
Hobbyist,2,Male,23,,,,,,,,,,,
Hobbyist,2,Male,29,,,,,,,,,,,
Hobbyist,2,Female,41,,,,,,,,,,,
Hobbyist,2,Female,47,,,,,,,,,,,
Hobbyist,2,Male,21,,,,,,,,,,,
Hobbyist,2,Male,22,,,,,,,,,,,
Hobbyist,2,Male,22,,,,,,,,,,,
Hobbyist,2,Female,29,,,,,,,,,,,
Hobbyist,2,Male,27,,,,,,,,,,,
Hobbyist,2,Female,32,,,,,,,,,,,
Hobbyist,2,Female,45,,,,,,,,,,,
Hobbyist,2,Female,20,,,,,,,,,,,
Hobbyist,2,Male,31,,,,,,,,,,,
Hobbyist,2,Female,29,,,,,,,,,,,
Hobbyist,2,Female,25,,,,,,,,,,,
Hobbyist,2,Prefer not to tell,41,,,,,,,,,,,
Hobbyist,2,Male,27,,,,,,,,,,,
Hobbyist,2,Male,25,,,,,,,,,,,
Hobbyist,2,Female,24,,,,,,,,,,,
Hobbyist,2,Female,66,,,,,,,,,,,
Hobbyist,2,Male,29,,,,,,,,,,,
Hobbyist,2,Female,47,,,,,,,,,,,
Hobbyist,2,Male,31,,,,,,,,,,,
Hobbyist,2,Female,40,,,,,,,,,,,
Hobbyist,2,Male,27,,,,,,,,,,,
Hobbyist,2,Female,25,,,,,,,,,,,
Hobbyist,2,Male,36,,,,,,,,,,,
Hobbyist,2,Other,23,,,,,,,,,,,
Hobbyist,2,Female,37,,,,,,,,,,,
Hobbyist,2,Male,24,,,,,,,,,,,
Hobbyist,2,Male,31,,,,,,,,,,,
Hobbyist,2,Female,33,,,,,,,,,,,
Hobbyist,2,Male,30,,,,,,,,,,,
Grad. student,2,Male,25,,,,,,,,,,,
Grad. student,2,Male,25,,,,,,,,,,,
Grad. student,2,Female,22,,,,,,,,,,,
Grad. student,2,Male,25,,,,,,,,,,,
Grad. student,2,Female,25,,,,,,,,,,,
Grad. student,2,Female,25,,,,,,,,,,,
Grad. student,2,Female,42,,,,,,,,,,,
Grad. student,2,Female,22,,,,,,,,,,,
Grad. student,2,Prefer not to tell,23,,,,,,,,,,,
Grad. student,2,Male,26,,,,,,,,,,,
Grad. student,2,Female,44,,,,,,,,,,,
Grad. student,2,Male,31,,,,,,,,,,,
Grad. student,2,Male,23,,,,,,,,,,,
Grad. student,2,Male,27,,,,,,,,,,,
Grad. student,2,Female,23,,,,,,,,,,,
Grad. student,2,Male,25,,,,,,,,,,,
Grad. student,2,Female,25,,,,,,,,,,,
Grad. student,2,Male,24,,,,,,,,,,,
Grad. student,2,Male,34,,,,,,,,,,,
Grad. student,2,Male,27,,,,,,,,,,,
Grad. student,2,Female,41,,,,,,,,,,,
Grad. student,2,Male,26,,,,,,,,,,,
Grad. student,2,Female,23,,,,,,,,,,,
Grad. student,2,Male,27,,,,,,,,,,,
Grad. student,2,Male,25,,,,,,,,,,,
Grad. student,2,Male,24,,,,,,,,,,,
Grad. student,2,Other,28,,,,,,,,,,,
Grad. student,2,Male,23,,,,,,,,,,,
Grad. student,2,Male,26,,,,,,,,,,,
Grad. student,2,Male,22,,,,,,,,,,,
Grad. student,2,Female,24,,,,,,,,,,,
Grad. student,2,Male,32,,,,,,,,,,,
Grad. student,2,Female,27,,,,,,,,,,,
Grad. student,2,Male,34,,,,,,,,,,,
Grad. student,2,Female,42,,,,,,,,,,,
Grad. student,2,Male,28,,,,,,,,,,,
Grad. student,2,Male,27,,,,,,,,,,,
Grad. student,2,Male,25,,,,,,,,,,,
Grad. student,2,Male,26,,,,,,,,,,,
Grad. student,2,Male,32,,,,,,,,,,,
Grad. student,2,Other,23,,,,,,,,,,,
Grad. student,2,Male,29,,,,,,,,,,,
Grad. student,2,Male,25,,,,,,,,,,,
Grad. student,2,Male,33,,,,,,,,,,,
Grad. student,2,Male,27,,,,,,,,,,,
Grad. student,2,Female,35,,,,,,,,,,,
Grad. student,2,Male,24,,,,,,,,,,,
Grad. student,2,Female,31,,,,,,,,,,,
Grad. student,2,Female,42,,,,,,,,,,,
Grad. student,2,Female,32,,,,,,,,,,,
Grad. student,2,Male,26,,,,,,,,,,,
Grad. student,2,Female,22,,,,,,,,,,,
Grad. student,2,Male,26,,,,,,,,,,,
Grad. student,2,Male,27,,,,,,,,,,,
Grad. student,2,Male,28,,,,,,,,,,,
Grad. student,2,Male,22,,,,,,,,,,,
Grad. student,2,Male,32,,,,,,,,,,,
Grad. student,2,Female,27,,,,,,,,,,,
Grad. student,2,Male,24,,,,,,,,,,,
Grad. student,2,Male,27,,,,,,,,,,,
Grad. student,2,Male,26,,,,,,,,,,,
Grad. student,2,Male,24,,,,,,,,,,,
Grad. student,2,Female,25,,,,,,,,,,,
Grad. student,2,Male,22,,,,,,,,,,,
Grad. student,2,Male,25,,,,,,,,,,,
Grad. student,2,Male,25,,,,,,,,,,,
Grad. student,2,Male,26,,,,,,,,,,,
Grad. student,2,Male,25,,,,,,,,,,,
Grad. student,2,Male,27,,,,,,,,,,,
Grad. student,2,Female,18,,,,,,,,,,,
Grad. student,2,Male,25,,,,,,,,,,,
Grad. student,2,Female,22,,,,,,,,,,,
Grad. student,2,Male,34,,,,,,,,,,,
Grad. student,2,Female,24,,,,,,,,,,,
Grad. student,2,Female,23,,,,,,,,,,,
Grad. student,2,Male,25,,,,,,,,,,,
Grad. student,2,Male,26,,,,,,,,,,,
Grad. student,2,Male,42,,,,,,,,,,,
Grad. student,2,Male,27,,,,,,,,,,,
Grad. student,2,Male,24,,,,,,,,,,,
Grad. student,2,Male,28,,,,,,,,,,,
Undergrad. student,2,Female,23,,,,,,,,,,,
Hobbyist,2,Male,25,,,,,,,,,,,
Undergrad. student,1,Male,26,,,,,,,,,,,
Undergrad. student,1,Male,22,,,,,,,,,,,
Undergrad. student,1,Male,23,,,,,,,,,,,
Undergrad. student,1,Female,22,,,,,,,,,,,
Undergrad. student,1,Female,20,,,,,,,,,,,
Undergrad. student,1,Male,23,,,,,,,,,,,
Undergrad. student,1,Female,34,,,,,,,,,,,
Undergrad. student,1,Female,29,,,,,,,,,,,
Undergrad. student,1,Prefer not to tell,20,,,,,,,,,,,
Undergrad. student,1,Male,22,,,,,,,,,,,
Undergrad. student,1,Male,22,,,,,,,,,,,
Undergrad. student,1,Female,22,,,,,,,,,,,
Undergrad. student,1,Male,23,,,,,,,,,,,
Undergrad. student,1,Female,24,,,,,,,,,,,
Undergrad. student,1,Male,29,,,,,,,,,,,
Undergrad. student,1,Male,20,,,,,,,,,,,
Undergrad. student,1,Male,43,,,,,,,,,,,
Undergrad. student,1,Male,30,,,,,,,,,,,
Undergrad. student,1,Male,30,,,,,,,,,,,
Undergrad. student,1,Male,23,,,,,,,,,,,
Undergrad. student,1,Male,29,,,,,,,,,,,
Undergrad. student,1,Male,21,,,,,,,,,,,
Undergrad. student,1,Male,29,,,,,,,,,,,
Undergrad. student,1,Male,20,,,,,,,,,,,
Undergrad. student,1,Male,29,,,,,,,,,,,
Undergrad. student,1,Male,27,,,,,,,,,,,
Undergrad. student,1,Male,20,,,,,,,,,,,
Undergrad. student,1,Female,19,,,,,,,,,,,
Undergrad. student,1,Male,21,,,,,,,,,,,
Undergrad. student,1,Female,23,,,,,,,,,,,
Undergrad. student,1,Male,23,,,,,,,,,,,
Undergrad. student,1,Male,19,,,,,,,,,,,
Undergrad. student,1,Male,33,,,,,,,,,,,
Undergrad. student,1,Female,20,,,,,,,,,,,
Undergrad. student,1,Female,46,,,,,,,,,,,
Undergrad. student,1,Female,20,,,,,,,,,,,
Undergrad. student,1,Female,35,,,,,,,,,,,
Undergrad. student,1,Male,27,,,,,,,,,,,
Undergrad. student,1,Female,21,,,,,,,,,,,
Undergrad. student,1,Female,29,,,,,,,,,,,
Undergrad. student,1,Male,33,,,,,,,,,,,
Undergrad. student,1,Male,22,,,,,,,,,,,
Undergrad. student,1,Male,33,,,,,,,,,,,
Undergrad. student,1,Female,20,,,,,,,,,,,
Undergrad. student,1,Male,29,,,,,,,,,,,
Undergrad. student,1,Female,34,,,,,,,,,,,
Undergrad. student,1,Male,33,,,,,,,,,,,
Undergrad. student,1,Male,23,,,,,,,,,,,
Undergrad. student,1,Female,33,,,,,,,,,,,
Undergrad. student,1,Female,26,,,,,,,,,,,
Undergrad. student,1,Female,29,,,,,,,,,,,
Undergrad. student,1,Female,19,,,,,,,,,,,
Undergrad. student,1,Male,26,,,,,,,,,,,
Undergrad. student,1,Male,21,,,,,,,,,,,
Undergrad. student,1,Male,29,,,,,,,,,,,
Undergrad. student,1,Female,18,,,,,,,,,,,
Undergrad. student,1,Male,18,,,,,,,,,,,
Undergrad. student,1,Female,22,,,,,,,,,,,
Undergrad. student,1,Male,22,,,,,,,,,,,
Undergrad. student,1,Male,22,,,,,,,,,,,
Undergrad. student,1,Female,34,,,,,,,,,,,
Undergrad. student,1,Male,21,,,,,,,,,,,
Undergrad. student,1,Male,23,,,,,,,,,,,
Undergrad. student,1,Female,26,,,,,,,,,,,
Undergrad. student,1,Male,27,,,,,,,,,,,
Undergrad. student,1,Female,24,,,,,,,,,,,
Undergrad. student,1,Male,21,,,,,,,,,,,
Undergrad. student,1,Male,22,,,,,,,,,,,
Undergrad. student,1,Male,32,,,,,,,,,,,
Undergrad. student,1,Male,20,,,,,,,,,,,
Undergrad. student,1,Male,21,,,,,,,,,,,
Undergrad. student,1,Male,25,,,,,,,,,,,
Undergrad. student,1,Female,22,,,,,,,,,,,
Undergrad. student,1,Male,22,,,,,,,,,,,
Undergrad. student,1,Male,19,,,,,,,,,,,
Undergrad. student,1,Female,18,,,,,,,,,,,
Undergrad. student,1,Female,51,,,,,,,,,,,
Undergrad. student,1,Female,19,,,,,,,,,,,
Undergrad. student,1,Male,29,,,,,,,,,,,
Undergrad. student,1,Female,24,,,,,,,,,,,
Undergrad. student,1,Female,21,,,,,,,,,,,
Undergrad. student,1,Male,22,,,,,,,,,,,
Undergrad. student,1,Male,23,,,,,,,,,,,
Undergrad. student,1,Male,18,,,,,,,,,,,
Undergrad. student,1,Female,61,,,,,,,,,,,
Undergrad. student,1,Male,24,,,,,,,,,,,
Undergrad. student,1,Male,22,,,,,,,,,,,
Undergrad. student,1,Female,21,,,,,,,,,,,
Undergrad. student,1,Male,22,,,,,,,,,,,
Undergrad. student,1,Female,25,,,,,,,,,,,
Undergrad. student,1,Male,21,,,,,,,,,,,
Undergrad. student,1,Female,18,,,,,,,,,,,
Undergrad. student,1,Male,20,,,,,,,,,,,
Undergrad. student,1,Female,25,,,,,,,,,,,
Undergrad. student,1,Male,22,,,,,,,,,,,
Undergrad. student,1,Female,21,,,,,,,,,,,
Undergrad. student,1,Male,22,,,,,,,,,,,
Undergrad. student,1,Male,26,,,,,,,,,,,
Undergrad. student,1,Female,21,,,,,,,,,,,
Undergrad. student,1,Male,24,,,,,,,,,,,
Undergrad. student,1,Female,26,,,,,,,,,,,
Undergrad. student,1,Male,18,,,,,,,,,,,
Undergrad. student,1,Female,19,,,,,,,,,,,
Undergrad. student,1,Female,29,,,,,,,,,,,
Undergrad. student,1,Male,22,,,,,,,,,,,
Undergrad. student,1,Male,27,,,,,,,,,,,
Undergrad. student,1,Male,29,,,,,,,,,,,
Undergrad. student,1,Male,37,,,,,,,,,,,
Undergrad. student,1,Male,43,,,,,,,,,,,
Undergrad. student,1,Male,24,,,,,,,,,,,
Undergrad. student,1,Male,23,,,,,,,,,,,
Undergrad. student,1,Male,19,,,,,,,,,,,
Undergrad. student,1,Male,32,,,,,,,,,,,
Undergrad. student,1,Male,21,,,,,,,,,,,
Undergrad. student,1,Male,30,,,,,,,,,,,
Undergrad. student,1,Female,21,,,,,,,,,,,
Undergrad. student,1,Female,22,,,,,,,,,,,
Undergrad. student,1,Male,19,,,,,,,,,,,
Undergrad. student,1,Male,25,,,,,,,,,,,
Undergrad. student,1,Male,31,,,,,,,,,,,
Undergrad. student,1,Female,28,,,,,,,,,,,
Undergrad. student,1,Male,24,,,,,,,,,,,
Undergrad. student,1,Male,22,,,,,,,,,,,
Undergrad. student,1,Male,29,,,,,,,,,,,
Undergrad. student,1,Male,33,,,,,,,,,,,
Undergrad. student,1,Male,20,,,,,,,,,,,
Undergrad. student,1,Male,22,,,,,,,,,,,
Undergrad. student,1,Male,20,,,,,,,,,,,
Undergrad. student,1,Female,19,,,,,,,,,,,
Undergrad. student,1,Female,23,,,,,,,,,,,
Undergrad. student,1,Male,21,,,,,,,,,,,
Undergrad. student,1,Female,23,,,,,,,,,,,
Undergrad. student,1,Female,22,,,,,,,,,,,
Undergrad. student,1,Male,34,,,,,,,,,,,
Undergrad. student,1,Female,24,,,,,,,,,,,
Undergrad. student,1,Female,34,,,,,,,,,,,
Undergrad. student,1,Male,19,,,,,,,,,,,
Undergrad. student,1,Female,24,,,,,,,,,,,
