YoE,Gender,Age
3.00,Female,31
3.00,Male,24
3.00,Male,26
3.00,Female,29
3.00,Male,37
3.00,Male,37
3.00,Male,24
3.00,Female,59
3.00,Male,27
3.00,Female,26
3.00,Male,37
3.00,Female,30
3.00,Male,21
3.00,Male,37
3.00,Female,25
3.00,Male,28
3.00,Female,27
3.00,Female,29
3.00,Male,25
3.00,Male,28
3.00,Female,21
3.00,Female,40
3.00,Female,28
3.00,Male,20
3.00,Male,24
3.00,Male,26
3.00,Male,28
3.00,Male,35
3.00,Female,22
3.00,Male,33
3.00,Male,24
3.00,Male,24
3.00,Female,23
3.00,Male,20
3.00,Male,25
3.00,Female,39
3.00,Male,27
3.00,Male,31
3.00,Male,28
3.00,Male,29
3.00,Female,21
3.00,Male,19
3.00,Female,23
3.00,Male,32
3.00,Male,28
3.00,Male,24
3.00,Male,21
3.00,Male,22
3.00,Male,37
3.00,Male,23
3.00,Male,30
3.00,Male,25
3.00,Female,49
3.00,Male,27
3.00,Prefer not to tell,23
3.00,Male,24
3.00,Male,25
3.00,Male,28
3.00,Male,25
3.00,Male,24
3.00,Male,21
3.00,Male,23
3.00,Male,26
3.00,Male,30
3.00,Male,26
3.00,Female,29
3.00,Male,23
3.00,Male,39
3.00,Male,21
3.00,Female,23
3.00,Male,25
3.00,Male,33
3.00,Male,21
3.00,Male,46
3.00,Male,31
3.00,Male,20
3.00,Male,21
3.00,Male,20
3.00,Male,31
3.00,Male,33
3.00,Male,19
3.00,Male,32
3.00,Male,25
3.00,Male,25
3.00,Male,20
3.00,Female,25
3.00,Male,22
3.00,Male,34
3.00,Male,30
3.00,Male,25
3.00,Male,26
3.00,Female,34
3.00,Male,29
3.00,Male,28
3.00,Female,30
3.00,Male,26
3.50,Male,26
3.50,Male,26
30.00,Female,62
30.00,Male,43
30.00,Male,44
30.00,Male,43
30.00,Male,60
30.00,Male,48
30.00,Male,50
30.00,Male,61
30.00,Male,45
30.00,Male,61
30.00,Male,45
30.00,Male,52
30.00,Male,49
30.00,Male,48
30.00,Female,62
30.00,Male,45
30.00,Male,45
30.00,Male,45
32.00,Male,32
32.00,Male,48
32.00,Male,50
32.00,Male,32
33.00,Male,43
33.00,Male,47
33.00,Male,57
35.00,Female,57
35.00,Male,42
35.00,Male,55
35.00,Male,59
35.00,Male,42
35.00,Female,67
35.00,Male,42
35.00,Male,59
35.00,Male,43
35.00,Male,59
4.00,Female,22
4.00,Male,25
4.00,Female,27
4.00,Female,28
4.00,Male,30
4.00,Male,28
4.00,Male,22
4.00,Male,23
4.00,Female,21
4.00,Male,25
4.00,Male,26
4.00,Male,32
4.00,Male,41
4.00,Female,27
4.00,Male,24
4.00,Male,23
4.00,Female,23
4.00,Male,23
4.00,Male,25
4.00,Female,23
4.00,Male,31
4.00,Male,24
4.00,Female,24
4.00,Male,28
4.00,Male,30
4.00,Female,50
4.00,Male,27
4.00,Male,32
4.00,Male,30
4.00,Male,32
4.00,Male,30
4.00,Female,25
4.00,Female,19
4.00,Male,22
4.00,Male,19
4.00,Female,34
4.00,Male,18
4.00,Female,53
4.00,Male,29
4.00,Male,25
4.00,Female,31
4.00,Male,21
4.00,Male,23
4.00,Male,22
4.00,Female,25
4.00,Female,27
4.00,Male,24
4.00,Female,58
4.00,Male,29
4.00,Male,25
4.00,Male,29
4.00,Male,24
4.00,Male,28
4.00,Male,33
4.00,Male,29
4.00,Female,25
4.00,Male,38
4.00,Male,35
4.00,Male,31
4.00,Male,26
4.00,Male,25
4.00,Female,44
4.00,Male,34
4.00,Male,23
4.00,Male,33
4.00,Male,27
4.00,Male,28
4.00,Female,28
4.00,Male,36
4.00,Female,36
4.00,Male,24
4.00,Male,31
4.00,Female,29
4.00,Male,41
4.00,Male,27
4.00,Male,31
4.00,Male,28
4.00,Male,26
4.00,Male,35
4.00,Female,27
4.00,Male,41
4.00,Male,36
4.00,Female,27
4.00,Male,23
4.00,Male,25
4.00,Female,24
4.00,Female,34
4.00,Female,24
4.00,Male,28
4.00,Male,36
4.00,Male,20
4.00,Male,28
4.00,Female,28
4.00,Male,23
4.00,Male,27
4.00,Female,29
4.00,Male,41
4.00,Female,22
4.00,Male,23
4.00,Female,27
4.00,Male,29
4.00,Male,28
4.00,Female,32
4.00,Female,18
4.00,Male,19
4.00,Male,43
4.00,Male,28
4.00,Male,34
4.00,Male,35
4.00,Male,20
4.00,Male,27
4.00,Male,23
4.00,Male,20
4.00,Male,49
4.00,Male,22
4.00,Male,19
4.00,Female,32
4.00,Male,30
4.00,Male,25
4.00,Male,25
4.00,Male,20
4.00,Male,26
4.00,Male,24
4.00,Female,23
4.00,Male,27
4.00,Female,25
4.00,Male,23
4.00,Male,27
4.00,Male,26
4.00,Male,29
4.00,Female,27
4.00,Female,25
4.00,Male,24
4.00,Male,34
4.00,Male,24
4.00,Male,27
4.00,Male,25
4.00,Male,27
4.00,Female,34
4.00,Female,24
4.00,Female,29
5.00,Male,28
5.00,Male,29
5.00,Male,36
5.00,Male,33
5.00,Male,21
5.00,Male,29
5.00,Male,29
5.00,Male,32
5.00,Male,33
5.00,Male,35
5.00,Male,30
5.00,Male,30
5.00,Male,32
5.00,Male,29
5.00,Female,36
5.00,Female,33
5.00,Male,22
5.00,Male,34
5.00,Male,21
5.00,Male,31
5.00,Male,26
5.00,Male,34
5.00,Female,23
5.00,Male,29
5.00,Male,26
5.00,Female,40
5.00,Male,35
5.00,Male,33
5.00,Male,25
5.00,Female,27
5.00,Male,29
5.00,Male,60
5.00,Female,29
5.00,Male,25
5.00,Female,31
5.00,Male,35
5.00,Female,31
5.00,Male,30
5.00,Male,47
5.00,Male,26
5.00,Male,33
5.00,Male,26
5.00,Male,25
5.00,Female,36
5.00,Male,23
5.00,Male,29
5.00,Other,28
5.00,Male,29
5.00,Male,24
5.00,Female,23
5.00,Male,37
5.00,Male,28
5.00,Male,35
5.00,Male,24
5.00,Male,29
5.00,Male,27
5.00,Male,20
5.00,Female,25
5.00,Female,34
5.00,Male,34
5.00,Male,27
5.00,Male,44
5.00,Male,33
5.00,Female,25
5.00,Male,38
5.00,Male,37
5.00,Male,30
5.00,Male,64
5.00,Male,25
5.00,Male,28
5.00,Male,32
5.00,Female,23
5.00,Female,30
5.00,Male,32
5.00,Male,45
5.00,Male,25
5.00,Female,38
5.00,Female,24
5.00,Male,37
5.00,Male,24
5.00,Female,41
5.00,Male,27
5.00,Female,37
5.00,Female,25
5.00,Female,29
5.00,Male,27
5.00,Male,24
5.00,Male,29
5.00,Male,32
5.00,Female,23
5.00,Male,33
5.00,Male,29
5.00,Male,25
5.00,Male,22
5.00,Male,20
5.00,Male,27
5.00,Male,25
5.00,Male,30
5.00,Female,27
5.00,Female,25
5.00,Male,32
5.00,Male,50
5.00,Female,27
5.00,Male,28
5.00,Female,30
5.00,Male,40
5.00,Male,29
5.00,Female,30
5.00,Female,36
5.00,Female,40
5.00,Male,31
5.00,Male,56
5.00,Male,24
5.00,Male,32
5.00,Male,22
5.00,Male,36
5.00,Male,25
5.00,Male,25
5.00,Female,25
5.00,Male,26
5.00,Female,23
5.00,Male,29
5.00,Male,26
5.00,Female,23
5.00,Male,29
5.00,Male,56
5.00,Male,29
5.00,Male,24
5.00,Male,52
5.00,Male,35
5.00,Female,23
5.00,Male,38
5.00,Male,36
5.00,Male,36
5.00,Male,25
5.00,Female,40
5.00,Male,29
5.00,Female,29
5.00,Male,40
5.00,Female,33
5.00,Male,26
5.00,Male,56
5.00,Male,34
5.00,Female,29
5.00,Male,26
5.00,Male,32
5.00,Male,32
5.00,Male,22
5.00,Male,22
5.00,Male,37
5.00,Female,35
5.00,Female,31
5.00,Male,26
5.00,Male,19
5.00,Male,29
5.00,Male,35
5.00,Male,28
5.00,Male,25
5.00,Male,25
5.00,Female,24
5.00,Female,38
5.00,Male,25
5.00,Male,29
5.00,Female,30
5.00,Female,22
5.00,Female,26
5.00,Male,29
5.00,Female,24
5.00,Male,35
5.00,Female,27
5.00,Male,32
5.00,Male,36
5.00,Male,31
5.00,Male,28
5.00,Male,25
5.00,Male,35
5.00,Female,55
5.00,Female,32
5.00,Female,24
5.00,Male,36
5.00,Female,27
5.00,Male,41
5.00,Male,30
5.00,Female,40
5.00,Male,55
5.00,Female,18
5.00,Female,42
5.00,Male,29
5.00,Male,21
5.00,Female,29
5.00,Male,28
5.00,Male,27
5.00,Female,32
5.00,Male,30
5.00,Female,26
5.00,Male,36
5.00,Female,59
5.00,Male,29
5.00,Female,29
5.00,Male,32
5.00,Female,56
5.00,Male,20
5.00,Male,27
5.00,Male,38
5.00,Male,34
5.00,Male,26
5.00,Male,32
5.00,Male,35
5.00,Male,23
50.00,Male,72
6.00,Male,24
6.00,Male,27
6.00,Female,31
6.00,Female,32
6.00,Male,28
6.00,Male,49
6.00,Male,24
6.00,Male,26
6.00,Female,33
6.00,Male,23
6.00,Male,47
6.00,Female,28
6.00,Male,26
6.00,Female,29
6.00,Female,24
6.00,Male,30
6.00,Male,23
6.00,Male,21
6.00,Male,26
6.00,Male,30
6.00,Male,22
6.00,Male,21
6.00,Male,38
6.00,Male,25
6.00,Male,25
6.00,Male,31
6.00,Male,36
6.00,Male,20
6.00,Male,43
6.00,Female,31
6.00,Male,26
6.00,Male,30
6.00,Female,44
6.00,Male,23
6.00,Male,26
6.00,Female,34
6.00,Male,22
6.00,Female,39
6.00,Female,27
6.00,Male,47
6.00,Male,24
6.00,Male,50
6.00,Male,31
6.00,Male,32
6.00,Male,35
6.00,Male,30
6.00,Male,23
6.00,Female,27
6.00,Male,33
6.00,Male,23
6.00,Male,27
6.00,Male,33
6.00,Female,31
6.00,Female,31
6.00,Female,25
6.00,Female,49
6.00,Male,21
6.00,Male,31
6.00,Female,52
6.00,Male,23
6.00,Female,39
6.00,Female,29
6.00,Female,38
6.00,Female,45
6.00,Male,24
6.00,Female,28
6.00,Male,35
6.00,Male,25
6.00,Female,31
6.00,Male,49
6.00,Male,25
6.00,Male,24
6.00,Male,32
7.00,Male,36
7.00,Female,32
7.00,Male,23
7.00,Male,36
7.00,Male,21
7.00,Male,47
7.00,Male,25
7.00,Male,21
7.00,Female,25
7.00,Male,29
7.00,Male,24
7.00,Female,23
7.00,Female,22
7.00,Female,28
7.00,Male,29
7.00,Male,28
7.00,Female,33
7.00,Male,35
7.00,Female,42
7.00,Male,27
7.00,Female,26
7.00,Male,28
7.00,Male,36
7.00,Male,36
7.00,Male,35
7.00,Male,24
7.00,Male,26
7.00,Male,24
7.00,Male,26
7.00,Male,35
7.00,Male,24
7.00,Male,28
7.00,Female,27
7.00,Female,31
7.00,Male,28
8.00,Male,25
8.00,Male,33
8.00,Male,31
8.00,Female,28
8.00,Male,20
8.00,Female,33
8.00,Male,33
8.00,Male,30
8.00,Female,31
8.00,Male,20
8.00,Male,40
8.00,Male,33
8.00,Male,29
8.00,Male,35
8.00,Male,33
8.00,Male,26
8.00,Male,26
8.00,Male,28
8.00,Male,27
8.00,Male,20
8.00,Male,30
8.00,Male,26
8.00,Male,24
8.00,Male,28
8.00,Female,37
8.00,Male,24
8.00,Male,50
8.00,Male,26
8.00,Male,18
8.00,Male,25
8.00,Female,26
8.00,Male,37
8.00,Male,25
8.00,Female,26
8.00,Male,19
8.00,Male,32
8.00,Male,36
8.00,Male,28
8.00,Female,37
8.00,Female,27
8.00,Female,32
8.00,Female,30
8.00,Male,29
8.00,Male,29
8.00,Male,31
8.00,Female,30
8.00,Male,33
8.00,Male,24
8.00,Male,30
9.00,Male,25
9.00,Female,33
9.00,Male,28
9.00,Male,27
9.00,Male,27
9.00,Male,27
9.00,Male,30
9.00,Female,33
9.00,Male,32
9.00,Female,22
9.00,Female,37
9.00,Female,33
9.00,Female,33
9.00,Female,33
9.00,Female,33
9.00,Female,33
9.00,Female,33
9.00,Male,27
9.00,Male,26
9.00,Female,37
9.00,Male,22
